s,x,y,speed,speed_kph,lateral_g,longitudinal_g,curvature
562.3220,79.0155,-61.2907,75.5864,272.1111,5.8242,0.0000,0.0100
565.4634,80.9017,-58.7785,75.5864,272.1111,5.8242,0.0000,0.0100
568.6049,82.7081,-56.2083,75.5864,272.1111,5.8242,0.0000,0.0100
571.7464,84.4328,-53.5827,75.5864,272.1111,5.8242,0.0000,0.0100
574.8878,86.0742,-50.9041,75.5864,272.1111,5.8242,-0.0000,0.0100
578.0293,87.6307,-48.1754,75.5864,272.1111,5.8242,0.0000,0.0100
581.1707,89.1007,-45.3990,75.5864,272.1111,5.8242,0.0000,0.0100
584.3122,90.4827,-42.5779,75.5864,272.1111,5.8242,-0.0000,0.0100
587.4537,91.7755,-39.7148,75.5864,272.1111,5.8242,-0.0000,0.0100
590.5951,92.9776,-36.8125,75.5864,272.1111,5.8242,-0.0000,0.0100
593.7366,94.0881,-33.8738,75.5864,272.1111,5.8242,-0.0000,0.0100
596.8781,95.1057,-30.9017,75.5864,272.1111,5.8242,-0.0000,0.0100
600.0195,96.0294,-27.8991,75.5864,272.1111,5.8242,0.0000,0.0100
603.1610,96.8583,-24.8690,75.5864,272.1111,5.8242,0.0000,0.0100
606.3024,97.5917,-21.8143,75.5864,272.1111,5.8242,0.0000,0.0100
609.4439,98.2287,-18.7381,75.5864,272.1111,5.8242,-0.0000,0.0100
612.5854,98.7688,-15.6434,75.5864,272.1111,5.8242,0.0000,0.0100
615.7268,99.2115,-12.5333,75.5864,272.1111,5.8242,-0.0000,0.0100
618.8683,99.5562,-9.4108,75.5864,272.1111,5.8242,-0.0000,0.0100
622.0098,99.8027,-6.2791,75.5864,272.1111,5.8242,0.0000,0.0100
625.1512,99.9507,-3.1411,75.5864,272.1111,5.8242,0.0000,0.0100
